EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2015/7476,"Residential subdivision, 196 Robertson Road, Mudgee, NSW",Under review,2017-09-21,2037-12-30,Stiks Land Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6376f7ba-dca9-ea11-8a09-00505684324c,2023-03-04
2015/7486,"Industrial Precinct Development, Ravenhall, Vic",Under review,2017-09-13,2030-07-30,Dexus Wholesale Management Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=66abec35-588b-eb11-80c3-00505684c137,2023-03-04
2015/7486,"Industrial Precinct Development, Ravenhall, Vic",Under review,2017-09-13,2030-07-30,Dexus Wholesale Management Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=66abec35-588b-eb11-80c3-00505684c137,2023-03-04
2017/7860,"Industrial development, 489-555 Robinsons Road, Truganina, Vic",Under review,2017-09-13,2022-08-23,Marksx Group Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2ce93f02-6d52-ec11-80d2-00505684c563,2023-03-04
2017/7860,"Industrial development, 489-555 Robinsons Road, Truganina, Vic",Under review,2017-09-13,2022-08-23,Marksx Group Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2ce93f02-6d52-ec11-80d2-00505684c563,2023-03-04
2016/7839,"Petrie Mill redevelopment project, Qld",Under review,2017-09-05,2047-06-29,Moreton Bay Regional Council,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5b48b599-94da-ea11-a87e-005056842ad1,2023-03-04
2012/6566,Hillalong coal mine and associated infrastructure project,Under review,2017-08-29,2044-07-30,Queensland Coal Exploration Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f54b6a6c-2b53-ec11-80cf-00505684c137,2023-03-04
2016/7796,"Construction and operation of an extension to the existing underground coal mine, Grosvenor Mine, near Moranbah, Qld",Under review,2017-08-27,2044-10-08,Anglo coal (Grosvenor) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0b0c344d-2c53-ec11-80cf-00505684c137,2023-03-04
2016/7706,"Urquhart Bauxite Project, North Qld",Under review,2017-08-17,2030-08-09,Oresome Bauxite Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b1462f75-1de0-ea11-942e-00505684324c,2023-03-04
2016/7746,"Stockyard Hill Wind Farm - Wind Energy Facility and associated infrastucture, Vic",Under review,2017-08-17,2050-07-30,Stockyard Hill Wind Farm Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=db4e2848-6988-eb11-80c2-00505684c137,2023-03-04
