EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2016/7656,"Great Northern Highway Muchea to Wubin Upgrade Stage 2 - Muchea North, WA",Under review,2018-08-10,2070-12-31,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0d344637-9db1-e811-bae0-005056ba00a8,2023-03-08
2013/6810,Construction of the Bango Wind Farm and associated infrastructure,Under review,2018-08-09,2055-07-31,BWF Nominees Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dafbc5d9-2b53-ec11-80cf-00505684c137,2023-03-08
2013/6810,Construction of the Bango Wind Farm and associated infrastructure,Under review,2018-08-09,2055-07-31,BWF Nominees Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dafbc5d9-2b53-ec11-80cf-00505684c137,2023-03-08
2013/6810,Construction of the Bango Wind Farm and associated infrastructure,Under review,2018-08-09,2055-07-31,BWF Nominees Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dafbc5d9-2b53-ec11-80cf-00505684c137,2023-03-08
2013/6810,Construction of the Bango Wind Farm and associated infrastructure,Under review,2018-08-09,2055-07-31,BWF Nominees Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dafbc5d9-2b53-ec11-80cf-00505684c137,2023-03-08
2015/7608,"Haerses Road quarry extension, Maroota, NSW",Under review,2018-08-06,2046-02-14,Dixon Sand (Penrith)Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e012627a-d9a9-ea11-8a09-00505684324c,2023-03-08
2015/7608,"Haerses Road quarry extension, Maroota, NSW",Under review,2018-08-06,2046-02-14,Dixon Sand (Penrith)Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e012627a-d9a9-ea11-8a09-00505684324c,2023-03-08
2014/7372,"Residential and commercial development, Blocks 4 and 5 Section 38, Campbell, ACT",Under review,2018-07-24,2048-06-30,LAKEVIEW HOLDINGS (ACT) PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3bac68bc-6552-ec11-80cf-00505684c137,2023-03-08
2016/7767,"Cook Cove Southern Precinct development, Sydney, NSW",Under review,2018-07-20,2035-12-31,Olympic Murals Pty. Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=37746ad2-43b0-ea11-8a09-00505684324c,2023-03-08
2016/7804,"Residential subdivision, Lot 1, 1550 Burragorang Road, Oakdale, NSW",Under review,2018-07-20,2028-07-01,Peter MacBeth,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5f83d552-6b52-ec11-80d2-00505684c563,2023-03-08
