EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2015/7609,"Pacific View Estate Urban Development, Worongary, Qld",Under review,2020-11-16,2070-12-31,PERRON DEVELOPMENTS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=918b3755-1641-ec11-80d1-00505684c563,2023-03-08
2016/7842,"Port Macquarie Airport Master Plan implementation and development activities, NSW",Under review,2020-11-12,2050-01-01,Port Macquarie Hastings Council,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c7f1fbd9-5256-ec11-80d2-00505684c563,2023-03-08
2017/7922,"Proposed expansion of extractive operation, Clarkes Road, Gin Gin, Qld",Under review,2020-11-11,2064-06-01,Coachtrail Investments Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=46c50f56-2b69-ed11-81ac-00224818a758,2023-03-08
2019/8539,Ripley Road Residential Development,Under review,2020-11-09,2045-12-31,HB DONCASTER PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=816c5f51-5b26-ec11-80c9-00505684c137,2023-03-08
2019/8388,"Extension of Lots 4 & 5 Ludlow Road Limestone Extraction, Myalup, WA",Under review,2020-11-05,2052-12-31,B. & J. CATALANO PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=95b84024-7652-ec11-80cf-00505684c137,2023-03-08
2018/8359,"Pine Valley Residential Development, Morayfield, Qld",Under review,2020-10-30,2045-12-31,LENDLEASE COMMUNITIES (PINE VALLEY) PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9f91cb19-061f-eb11-82c9-00505684324c,2023-03-08
2019/8395,"Light Horse Interchange Business Hub, Eastern Creek, NSW",Under review,2020-10-29,2040-10-31,Trust Company (Australia) Limited ACN 000 000 993 as custodian for Bieson Pty Limited ACN 110 465 618 as trustee for the CPIF LHBH Trust ABN 78 446 138 202,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=bee06045-7652-ec11-80cf-00505684c137,2023-03-08
2015/7453,"Brandy Hill rock quarry extension, Seaham, Port Stephens, NSW",Under review,2020-10-27,2055-12-31,Hanson Construction Materials Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=74603c44-2453-ec11-80cf-00505684c137,2023-03-08
2015/7516,"Lindum Vale residential development, Mickleham, Vic",Under review,2020-10-25,2040-06-30,Satterley Property Group,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9b4bf5ef-20e8-eb11-80c6-00505684c137,2023-03-08
2016/7729,"Narrabri to North Star Section of Inland Rail, NSW",Under review,2020-10-01,2100-10-31,Australian Rail Track Corporation Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=23c0f80a-6a52-ec11-80d2-00505684c563,2023-03-08
