EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2010/5770,Dargues Reef Gold Mine Project,Under review,2011-09-27,2025-08-31,BIG ISLAND MINING SUBSIDARY OF CORTONA RESOURCES LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d792f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2010/5478,Wilcherry Hill Project,Under review,2011-09-23,2026-12-31,IRONCLAD MINING LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4692f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2010/5478,Wilcherry Hill Project,Under review,2011-09-23,2026-12-31,IRONCLAD MINING LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4692f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2008/4469,Construct and operate LNG & domestic gas plant including onshore and offshore facilities - Wheatstone,Under review,2011-09-22,2060-12-31,Chevron Australia Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=14b4464f-e6dd-e611-bdfe-005056ba00a8,2023-02-15
2008/4469,Construct and operate LNG & domestic gas plant including onshore and offshore facilities - Wheatstone,Under review,2011-09-22,2060-12-31,Chevron Australia Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=14b4464f-e6dd-e611-bdfe-005056ba00a8,2023-02-15
2008/4469,Construct and operate LNG & domestic gas plant including onshore and offshore facilities - Wheatstone,Under review,2011-09-22,2060-12-31,Chevron Australia Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=14b4464f-e6dd-e611-bdfe-005056ba00a8,2023-02-15
2011/5797,Construction of the Oakajee Port and Rail Project,Under review,2011-09-21,2035-12-31,OAKAJEE PORT AND RAIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f492f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/5797,Construction of the Oakajee Port and Rail Project,Under review,2011-09-21,2035-12-31,OAKAJEE PORT AND RAIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f492f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/5797,Construction of the Oakajee Port and Rail Project,Under review,2011-09-21,2035-12-31,OAKAJEE PORT AND RAIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f492f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2009/5231,Old Broadwater Farm Estate Subdivision - Stage 3,Under review,2011-09-20,2030-12-31,Fairway Developments (WA) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=be91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
