EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2016/7681,"New Intercity Fleet Maintenance Facility Kangy Angy, NSW",Under review,2017-05-04,2050-12-30,Transport for NSW,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d26ba028-e1a9-ea11-8a09-00505684324c,2023-03-18
2016/7788,Goonyella Riverside Mine to South Walker Creek Mine Dragline Move,Under review,2017-05-01,2038-06-30,BHP Billiton Mitsui Coal Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=18e22ef8-25e0-ea11-942e-00505684324c,2023-03-18
2016/7636,"South Wambo underground coal mine extension, NSW",Under review,2017-04-29,2037-02-28,WAMBO COAL PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a1b4f87a-de66-ed11-9561-00224818a727,2023-03-18
2016/7636,"South Wambo underground coal mine extension, NSW",Under review,2017-04-29,2037-02-28,WAMBO COAL PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a1b4f87a-de66-ed11-9561-00224818a727,2023-03-18
2011/6206,Crudine Ridge Wind Farm,Under review,2017-04-03,2052-02-27,CRWF Nominees Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5e4a8732-086d-ec11-80d3-00505684c563,2023-03-18
2015/7561,"Alkimos city centre and central development, WA",Under review,2017-03-29,2037-12-30,Lendlease Communities (Australia) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=486aed92-7b80-e711-994c-005056ba00a8,2023-03-18
2015/7561,"Alkimos city centre and central development, WA",Under review,2017-03-29,2037-12-30,Lendlease Communities (Australia) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=486aed92-7b80-e711-994c-005056ba00a8,2023-03-18
2016/7717,"Middlemount Coal Mine, North-eastern Extension, Bowen Basin, Qld",Under review,2017-03-28,2042-10-31,MIDDLEMOUNT COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d13814c1-21e0-ea11-942e-00505684324c,2023-03-18
2016/7674,"Mernda Rail Extension Project, Vic",Under review,2017-03-28,2030-03-30,Level Crossing Removal Authority,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3804dbce-6988-eb11-80c2-00505684c137,2023-03-18
2012/6324,Boundary Hill South Lease Extension,Under review,2017-03-23,2050-06-29,Batchfire Resources,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8ebdbf71-2653-ec11-80cf-00505684c137,2023-03-18
