EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2014/7136,"Liverpool Range Wind Farm (btwn Coolah & Cassilis), NSW",Under review,2018-06-28,2050-12-30,Liverpool Range Wind Farm Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2cdad3cb-2153-ec11-80cf-00505684c137,2023-03-18
2017/7959,"Church, Hall & Community Facility, 700 Barry Road, West Meadows, Victoria",Under review,2018-06-25,2028-05-31,samoan independent seventh day adventist church,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=15f89489-6e52-ec11-80d2-00505684c563,2023-03-18
2014/7303,"Mt Buller sustainable water security project - off-stream storage, Vic",Under review,2018-06-24,2068-05-31,Mount Buller and Mount Stirling Alpine Resort Management Board,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c1d035b1-598b-eb11-80c3-00505684c137,2023-03-18
2014/7364,"Residential Development, 135-161 Barry Road, Thomastown, Victoria",Under review,2018-06-19,2028-05-30,Barry Road Project Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d536971a-63e4-eb11-80c9-00505684c563,2023-03-18
2014/7275,"Solomon Iron Ore Project expansion, Pilbara, WA",Under review,2018-06-11,2052-12-30,Fortescue Metals Group Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6d650a2a-5c52-ec11-80d2-00505684c563,2023-03-18
2014/7275,"Solomon Iron Ore Project expansion, Pilbara, WA",Under review,2018-06-11,2052-12-30,Fortescue Metals Group Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6d650a2a-5c52-ec11-80d2-00505684c563,2023-03-18
2012/6552,"Rogetta Project, Hampshire, Tas",Under review,2018-06-04,2033-06-29,FORWARD MINING LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ed4343e1-4e52-ec11-80cf-00505684c137,2023-03-18
2016/7734,"Residential Mixed Use Development, 7B Copernicus Way, Keilor Downs, Vic",Under review,2018-06-03,2033-02-26,Hexa Keilor Downs Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e95f9584-1be2-e811-a978-005056ba00a8,2023-03-18
2017/7997,Tanami Gas Pipeline,Under review,2018-05-31,2028-12-30,DDG OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=da0e2ba9-2e53-ec11-80cf-00505684c137,2023-03-18
2017/7914,"Industrial Development, 10 Gordon Luck Avenue, Altona, Vic",Under review,2018-05-31,2028-05-30,EMKC AU INDUSTRIAL 1 PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7b12220e-6e52-ec11-80d2-00505684c563,2023-03-18
